identifier,rank,cons,inhS,minS,cov,score,covQuality,div,runTime
GenZ-Divf-Def-InvSim-0.4-0.0,4,0.96,0.74,0.93,0.5,0.85,0.71,0.85,114.88
GenZ-Divf-Def-InvSim-0.4-0.0,5,0.97,0.72,0.97,0.44,0.84,0.7,0.86,117.63
GenZ-Divf-Def-InvSim-0.4-0.0,6,0.95,0.7,0.94,0.35,0.83,0.64,0.88,117.63
GenZ-Divf-Def-InvSim-0.4-0.0,7,0.95,0.66,0.91,0.33,0.81,0.62,0.89,117.63
GenZ-Divf-Def-InvSim-0.4-0.0,8,0.9,0.68,0.87,0.3,0.79,0.58,0.9,117.63
GenZ-Divf-Def-InvSim-0.4-0.0,9,0.89,0.68,0.84,0.22,0.78,0.53,0.91,120.08
GenZ-Divf-Def-InvSim-0.0-1.0,0,0.58,0.8,0.58,1.0,0.69,0.79,0.0,136.0
GenZ-Divf-Def-InvSim-0.0-1.0,1,0.55,0.77,0.57,1.0,0.66,0.79,0.25,136.0
GenZ-Divf-Def-InvSim-0.0-1.0,2,0.52,0.74,0.58,1.0,0.63,0.79,0.3,139.12
GenZ-Divf-Def-InvSim-0.0-1.0,3,0.48,0.73,0.59,1.0,0.61,0.79,0.32,142.33
GenZ-Divf-Def-InvSim-0.0-1.0,4,0.47,0.71,0.57,1.0,0.59,0.79,0.36,142.33
GenZ-Divf-Def-InvSim-0.0-1.0,5,0.41,0.71,0.57,1.0,0.56,0.79,0.38,142.33
GenZ-Divf-Def-InvSim-0.0-1.0,6,0.39,0.69,0.58,1.0,0.54,0.79,0.4,145.32
GenZ-Divf-Def-InvSim-0.0-1.0,7,0.35,0.68,0.55,1.0,0.52,0.77,0.42,145.32
GenZ-Divf-Def-InvSim-0.0-1.0,8,0.27,0.67,0.55,1.0,0.47,0.78,0.44,148.25
GenZ-Divf-Def-InvSim-0.0-1.0,9,0.25,0.63,0.49,1.0,0.44,0.75,0.46,148.25
GenQ-Divf-Def-InvSim-0.6-0.0,0,1.0,0.95,1.0,0.43,0.98,0.71,0.0,47.5
GenQ-Divf-Def-InvSim-0.6-0.0,1,1.0,0.85,1.0,0.48,0.92,0.74,0.84,47.5
GenQ-Divf-Def-InvSim-0.6-0.0,2,0.98,0.83,0.95,0.48,0.9,0.72,0.86,47.5
GenQ-Divf-Def-InvSim-0.6-0.0,3,1.0,0.75,1.0,0.45,0.87,0.72,0.87,48.56
GenQ-Divf-Def-InvSim-0.6-0.0,4,1.0,0.74,1.0,0.4,0.87,0.7,0.88,49.69
GenQ-Divf-Def-InvSim-0.6-0.0,5,0.99,0.71,0.99,0.39,0.85,0.69,0.89,49.69
GenQ-Divf-Def-InvSim-0.6-0.0,6,0.99,0.68,0.99,0.34,0.83,0.67,0.9,49.69
GenQ-Divf-Def-InvSim-0.6-0.0,7,0.99,0.68,0.99,0.25,0.83,0.62,0.91,49.69
GenQ-Divf-Def-InvSim-0.6-0.0,8,0.97,0.67,0.93,0.18,0.82,0.55,0.92,49.69
GenQ-Divf-Def-InvSim-0.6-0.0,9,0.95,0.59,0.89,0.15,0.77,0.52,0.93,50.71
GenQ-Divf-Def-InvSim-0.4-0.9,0,0.66,0.83,0.61,0.95,0.74,0.78,0.0,111.2
GenQ-Divf-Def-InvSim-0.4-0.9,1,0.64,0.77,0.6,0.95,0.71,0.77,0.35,111.2
GenQ-Divf-Def-InvSim-0.4-0.9,2,0.6,0.74,0.61,0.94,0.67,0.77,0.41,113.77
GenQ-Divf-Def-InvSim-0.4-0.9,3,0.56,0.73,0.61,0.94,0.65,0.78,0.44,116.38
GenQ-Divf-Def-InvSim-0.4-0.9,4,0.54,0.71,0.61,0.94,0.62,0.77,0.47,116.38
GenQ-Divf-Def-InvSim-0.4-0.9,5,0.53,0.68,0.57,0.93,0.6,0.75,0.49,116.38
GenQ-Divf-Def-InvSim-0.4-0.9,6,0.44,0.69,0.58,0.9,0.57,0.74,0.51,116.38
GenQ-Divf-Def-InvSim-0.4-0.9,7,0.41,0.66,0.56,0.92,0.54,0.74,0.53,116.38
GenQ-Divf-Def-InvSim-0.4-0.9,8,0.35,0.68,0.53,0.91,0.52,0.72,0.55,118.44
GenQ-Divf-Def-InvSim-0.4-0.9,9,0.31,0.65,0.47,0.92,0.48,0.7,0.57,120.6
GenQ-Divf-Def-InvSim-0.4-0.0,0,1.0,0.92,1.0,0.47,0.96,0.74,0.0,53.25
GenQ-Divf-Def-InvSim-0.4-0.0,1,0.97,0.83,0.96,0.54,0.9,0.75,0.79,53.25
GenQ-Divf-Def-InvSim-0.4-0.0,2,0.99,0.79,0.97,0.48,0.89,0.73,0.81,54.47
GenQ-Divf-Def-InvSim-0.4-0.0,3,0.99,0.76,0.97,0.47,0.87,0.72,0.84,55.71
GenQ-Divf-Def-InvSim-0.4-0.0,4,0.99,0.7,0.97,0.47,0.84,0.72,0.86,55.71
GenQ-Divf-Def-InvSim-0.4-0.0,5,0.96,0.7,0.95,0.4,0.83,0.68,0.87,55.71
GenQ-Divf-Def-InvSim-0.4-0.0,6,0.98,0.65,0.97,0.35,0.81,0.66,0.88,56.76
GenQ-Divf-Def-InvSim-0.4-0.0,7,0.92,0.66,0.89,0.35,0.79,0.62,0.9,56.76
GenQ-Divf-Def-InvSim-0.4-0.0,8,0.93,0.66,0.91,0.24,0.8,0.57,0.91,60.21
GenQ-Divf-Def-InvSim-0.4-0.0,9,0.86,0.64,0.8,0.27,0.75,0.53,0.92,61.27
GenQ-Divf-Def-InvSim-0.0-1.0,0,0.57,0.81,0.58,1.0,0.69,0.79,0.0,115.45
GenQ-Divf-Def-InvSim-0.0-1.0,1,0.54,0.78,0.57,1.0,0.66,0.78,0.23,115.45
GenQ-Divf-Def-InvSim-0.0-1.0,2,0.52,0.74,0.57,1.0,0.63,0.79,0.28,118.09
GenQ-Divf-Def-InvSim-0.0-1.0,3,0.49,0.71,0.57,1.0,0.6,0.79,0.36,120.81
GenQ-Divf-Def-InvSim-0.0-1.0,4,0.45,0.7,0.56,1.0,0.58,0.78,0.4,120.81
GenQ-Divf-Def-InvSim-0.0-1.0,5,0.39,0.69,0.54,1.0,0.54,0.77,0.43,120.81
GenQ-Divf-Def-InvSim-0.0-1.0,6,0.33,0.69,0.52,1.0,0.51,0.76,0.45,120.81
GenQ-Divf-Def-InvSim-0.0-1.0,7,0.3,0.69,0.49,1.0,0.49,0.74,0.46,120.81
GenQ-Divf-Def-InvSim-0.0-1.0,8,0.28,0.66,0.45,1.0,0.47,0.73,0.48,122.95
GenQ-Divf-Def-InvSim-0.0-1.0,9,0.25,0.64,0.41,1.0,0.45,0.71,0.51,125.2
